3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10
4,5,4,5,4,5,4,5,10,10,10,10,10,10,10,10,10,10,10,10
13,14,13,14,13,14,13,14,10,10,10,10,10,10,10,10,10,10,10,10
3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10
3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10
3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10
3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,-1
3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,-1
3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,-1
3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,-1
3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,12
3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,12
3,3,3,3,3,3,3,12,12,12,12,12,12,12,-1,-1,-1,-1,-1,-1
3,3,3,3,3,3,3,12,12,12,12,12,12,12,-1,10,10,10,10,10
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,19,19,19
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
